,Admin2,FIPS,Lat,Long_,Confirmed,Deaths,STNAME,CTYNAME,POPESTIMATE2019,Abbreviation,Mortality,Conf100,Deaths100,Ctylabel,text,text100
2278,Lackawanna,42069.0,41.43564672,-75.60379201,1940,212,Pennsylvania,Lackawanna County,209674,PA,10.93,925.2458578555281,101.1093411677175,"Lackawanna, PA","Lackawanna, PA<br>Cases: 1940<br>Deaths: 212","Lackawanna, PA<br>Cases per 100k pop: 925.2<br>Deaths per 100k pop: 101.1"
2279,Lancaster,42071.0,40.03904563,-76.24770128,5975,411,Pennsylvania,Lancaster County,545724,PA,6.88,1094.8757980224436,75.31279547903335,"Lancaster, PA","Lancaster, PA<br>Cases: 5975<br>Deaths: 411","Lancaster, PA<br>Cases per 100k pop: 1094.9<br>Deaths per 100k pop: 75.3"
2280,Lawrence,42073.0,40.99206278,-80.33393706,392,16,Pennsylvania,Lawrence County,85512,PA,4.08,458.41519318926,18.71082421180653,"Lawrence, PA","Lawrence, PA<br>Cases: 392<br>Deaths: 16","Lawrence, PA<br>Cases per 100k pop: 458.4<br>Deaths per 100k pop: 18.7"
2281,Lebanon,42075.0,40.36680311,-76.45651841,1617,54,Pennsylvania,Lebanon County,141793,PA,3.34,1140.3948008716932,38.08368537233855,"Lebanon, PA","Lebanon, PA<br>Cases: 1617<br>Deaths: 54","Lebanon, PA<br>Cases per 100k pop: 1140.4<br>Deaths per 100k pop: 38.1"
2282,Lehigh,42077.0,40.6154815,-75.59435245,4975,337,Pennsylvania,Lehigh County,369318,PA,6.77,1347.0775862535809,91.24927569195111,"Lehigh, PA","Lehigh, PA<br>Cases: 4975<br>Deaths: 337","Lehigh, PA<br>Cases per 100k pop: 1347.1<br>Deaths per 100k pop: 91.2"
2283,Luzerne,42079.0,41.17823008,-75.98447579,3462,184,Pennsylvania,Luzerne County,317417,PA,5.31,1090.6788231254154,57.967909721281465,"Luzerne, PA","Luzerne, PA<br>Cases: 3462<br>Deaths: 184","Luzerne, PA<br>Cases per 100k pop: 1090.7<br>Deaths per 100k pop: 58.0"
2284,Lycoming,42081.0,41.34310539,-77.06629984,400,20,Pennsylvania,Lycoming County,113299,PA,5.0,353.04812928622493,17.652406464311248,"Lycoming, PA","Lycoming, PA<br>Cases: 400<br>Deaths: 20","Lycoming, PA<br>Cases per 100k pop: 353.0<br>Deaths per 100k pop: 17.7"
2285,McKean,42083.0,41.80938602,-78.56478358,34,1,Pennsylvania,McKean County,40625,PA,2.94,83.6923076923077,2.4615384615384617,"McKean, PA","McKean, PA<br>Cases: 34<br>Deaths: 1","McKean, PA<br>Cases per 100k pop: 83.7<br>Deaths per 100k pop: 2.5"
2286,Mercer,42085.0,41.30248872,-80.25816981,442,9,Pennsylvania,Mercer County,109424,PA,2.04,403.9333235853195,8.224886679339084,"Mercer, PA","Mercer, PA<br>Cases: 442<br>Deaths: 9","Mercer, PA<br>Cases per 100k pop: 403.9<br>Deaths per 100k pop: 8.2"
2287,Mifflin,42087.0,40.61116939,-77.61070738,120,1,Pennsylvania,Mifflin County,46138,PA,0.83,260.08929732541503,2.1674108110451256,"Mifflin, PA","Mifflin, PA<br>Cases: 120<br>Deaths: 1","Mifflin, PA<br>Cases per 100k pop: 260.1<br>Deaths per 100k pop: 2.2"
2288,Monroe,42089.0,41.05934058,-75.34031025,1636,124,Pennsylvania,Monroe County,170271,PA,7.58,960.8212790199153,72.82508471789089,"Monroe, PA","Monroe, PA<br>Cases: 1636<br>Deaths: 124","Monroe, PA<br>Cases per 100k pop: 960.8<br>Deaths per 100k pop: 72.8"
2289,Montgomery,42091.0,40.21053671,-75.36652296,10149,857,Pennsylvania,Montgomery County,830915,PA,8.44,1221.424574114079,103.139310278428,"Montgomery, PA","Montgomery, PA<br>Cases: 10149<br>Deaths: 857","Montgomery, PA<br>Cases per 100k pop: 1221.4<br>Deaths per 100k pop: 103.1"
2290,Montour,42093.0,41.03023987,-76.66345939,102,3,Pennsylvania,Montour County,18230,PA,2.94,559.5172792100933,16.456390565002742,"Montour, PA","Montour, PA<br>Cases: 102<br>Deaths: 3","Montour, PA<br>Cases per 100k pop: 559.5<br>Deaths per 100k pop: 16.5"
2291,Northampton,42095.0,40.75182733,-75.30471829,3931,292,Pennsylvania,Northampton County,305285,PA,7.43,1287.649245786724,95.64832861097008,"Northampton, PA","Northampton, PA<br>Cases: 3931<br>Deaths: 292","Northampton, PA<br>Cases per 100k pop: 1287.6<br>Deaths per 100k pop: 95.6"
2292,Northumberland,42097.0,40.84785433,-76.70798222,475,13,Pennsylvania,Northumberland County,90843,PA,2.74,522.8801338573143,14.310403663463338,"Northumberland, PA","Northumberland, PA<br>Cases: 475<br>Deaths: 13","Northumberland, PA<br>Cases per 100k pop: 522.9<br>Deaths per 100k pop: 14.3"
2293,Perry,42099.0,40.40206612,-77.26297447,124,5,Pennsylvania,Perry County,46272,PA,4.03,267.98063623789767,10.80567081604426,"Perry, PA","Perry, PA<br>Cases: 124<br>Deaths: 5","Perry, PA<br>Cases per 100k pop: 268.0<br>Deaths per 100k pop: 10.8"
2294,Philadelphia,42101.0,40.00338507,-75.1379271,31448,1699,Pennsylvania,Philadelphia County,1584064,PA,5.4,1985.2733222900085,107.25576744373964,"Philadelphia, PA","Philadelphia, PA<br>Cases: 31448<br>Deaths: 1699","Philadelphia, PA<br>Cases per 100k pop: 1985.3<br>Deaths per 100k pop: 107.3"
2295,Pike,42103.0,41.33155042,-75.03208106,526,21,Pennsylvania,Pike County,55809,PA,3.99,942.5003135694959,37.62833951513197,"Pike, PA","Pike, PA<br>Cases: 526<br>Deaths: 21","Pike, PA<br>Cases per 100k pop: 942.5<br>Deaths per 100k pop: 37.6"
2296,Potter,42105.0,41.74471626,-77.89559864,20,0,Pennsylvania,Potter County,16526,PA,0.0,121.0214207914801,0.0,"Potter, PA","Potter, PA<br>Cases: 20<br>Deaths: 0","Potter, PA<br>Cases per 100k pop: 121.0<br>Deaths per 100k pop: 0.0"
2297,Schuylkill,42107.0,40.70497338,-76.2150785,919,51,Pennsylvania,Schuylkill County,141359,PA,5.55,650.1177852135344,36.07835369520158,"Schuylkill, PA","Schuylkill, PA<br>Cases: 919<br>Deaths: 51","Schuylkill, PA<br>Cases per 100k pop: 650.1<br>Deaths per 100k pop: 36.1"
2298,Snyder,42109.0,40.77129231,-77.06840691,106,2,Pennsylvania,Snyder County,40372,PA,1.89,262.55820865946697,4.953928465272962,"Snyder, PA","Snyder, PA<br>Cases: 106<br>Deaths: 2","Snyder, PA<br>Cases per 100k pop: 262.6<br>Deaths per 100k pop: 5.0"
2299,Somerset,42111.0,39.97172723,-79.02699593,135,3,Pennsylvania,Somerset County,73447,PA,2.22,183.80600977575668,4.084577995016815,"Somerset, PA","Somerset, PA<br>Cases: 135<br>Deaths: 3","Somerset, PA<br>Cases per 100k pop: 183.8<br>Deaths per 100k pop: 4.1"
2300,Sullivan,42113.0,41.44634738,-76.51246591,10,0,Pennsylvania,Sullivan County,6066,PA,0.0,164.85328058028355,0.0,"Sullivan, PA","Sullivan, PA<br>Cases: 10<br>Deaths: 0","Sullivan, PA<br>Cases per 100k pop: 164.9<br>Deaths per 100k pop: 0.0"
2301,Susquehanna,42115.0,41.82147784,-75.80071959,214,27,Pennsylvania,Susquehanna County,40328,PA,12.62,530.6486808172981,66.95100178536005,"Susquehanna, PA","Susquehanna, PA<br>Cases: 214<br>Deaths: 27","Susquehanna, PA<br>Cases per 100k pop: 530.6<br>Deaths per 100k pop: 67.0"
2302,Tioga,42117.0,41.77255149,-77.25433032,38,3,Pennsylvania,Tioga County,40591,PA,7.89,93.61681160848464,7.390800916459313,"Tioga, PA","Tioga, PA<br>Cases: 38<br>Deaths: 3","Tioga, PA<br>Cases per 100k pop: 93.6<br>Deaths per 100k pop: 7.4"
2303,Union,42119.0,40.96188846,-77.05996014,238,2,Pennsylvania,Union County,44923,PA,0.84,529.7954277318968,4.4520624179151,"Union, PA","Union, PA<br>Cases: 238<br>Deaths: 2","Union, PA<br>Cases per 100k pop: 529.8<br>Deaths per 100k pop: 4.5"
2304,Venango,42121.0,41.40323442,-79.75845449,64,0,Pennsylvania,Venango County,50668,PA,0.0,126.31246546143522,0.0,"Venango, PA","Venango, PA<br>Cases: 64<br>Deaths: 0","Venango, PA<br>Cases per 100k pop: 126.3<br>Deaths per 100k pop: 0.0"
2305,Warren,42123.0,41.81304978,-79.26969577,23,1,Pennsylvania,Warren County,39191,PA,4.35,58.68694343088975,2.5516062361256413,"Warren, PA","Warren, PA<br>Cases: 23<br>Deaths: 1","Warren, PA<br>Cases per 100k pop: 58.7<br>Deaths per 100k pop: 2.6"
2306,Washington,42125.0,40.19208869,-80.24582867,855,13,Pennsylvania,Washington County,206865,PA,1.52,413.31303023711115,6.284291687815725,"Washington, PA","Washington, PA<br>Cases: 855<br>Deaths: 13","Washington, PA<br>Cases per 100k pop: 413.3<br>Deaths per 100k pop: 6.3"
2307,Wayne,42127.0,41.64938475,-75.29956506,162,9,Pennsylvania,Wayne County,51361,PA,5.56,315.4144195011779,17.523023305620995,"Wayne, PA","Wayne, PA<br>Cases: 162<br>Deaths: 9","Wayne, PA<br>Cases per 100k pop: 315.4<br>Deaths per 100k pop: 17.5"
2308,Westmoreland,42129.0,40.31377979999999,-79.46615476,1553,46,Pennsylvania,Westmoreland County,348899,PA,2.96,445.11448872023135,13.184331282118894,"Westmoreland, PA","Westmoreland, PA<br>Cases: 1553<br>Deaths: 46","Westmoreland, PA<br>Cases per 100k pop: 445.1<br>Deaths per 100k pop: 13.2"
2309,Wyoming,42131.0,41.51955538,-76.01074915,61,8,Pennsylvania,Wyoming County,26794,PA,13.11,227.66290960662835,29.857430768082406,"Wyoming, PA","Wyoming, PA<br>Cases: 61<br>Deaths: 8","Wyoming, PA<br>Cases per 100k pop: 227.7<br>Deaths per 100k pop: 29.9"
2310,York,42133.0,39.9210089,-76.73040131,2591,93,Pennsylvania,York County,449058,PA,3.59,576.9856009691398,20.7100196411154,"York, PA","York, PA<br>Cases: 2591<br>Deaths: 93","York, PA<br>Cases per 100k pop: 577.0<br>Deaths per 100k pop: 20.7"
2311,Bristol,44001.0,41.71018079,-71.28652315,316,0,Rhode Island,Bristol County,48479,RI,0.0,651.8286268281112,0.0,"Bristol, RI","Bristol, RI<br>Cases: 316<br>Deaths: 0","Bristol, RI<br>Cases per 100k pop: 651.8<br>Deaths per 100k pop: 0.0"
2312,Kent,44003.0,41.67106337,-71.57641596,1494,0,Rhode Island,Kent County,164292,RI,0.0,909.3565115769484,0.0,"Kent, RI","Kent, RI<br>Cases: 1494<br>Deaths: 0","Kent, RI<br>Cases per 100k pop: 909.4<br>Deaths per 100k pop: 0.0"
2313,Newport,44005.0,41.5642026,-71.26569799,396,0,Rhode Island,Newport County,82082,RI,0.0,482.44438488340927,0.0,"Newport, RI","Newport, RI<br>Cases: 396<br>Deaths: 0","Newport, RI<br>Cases per 100k pop: 482.4<br>Deaths per 100k pop: 0.0"
2314,Providence,44007.0,41.87064746,-71.57753536,15047,0,Rhode Island,Providence County,638931,RI,0.0,2355.0273816734516,0.0,"Providence, RI","Providence, RI<br>Cases: 15047<br>Deaths: 0","Providence, RI<br>Cases per 100k pop: 2355.0<br>Deaths per 100k pop: 0.0"
2315,Washington,44009.0,41.45961631,-71.61435303,607,0,Rhode Island,Washington County,125577,RI,0.0,483.3687697587934,0.0,"Washington, RI","Washington, RI<br>Cases: 607<br>Deaths: 0","Washington, RI<br>Cases per 100k pop: 483.4<br>Deaths per 100k pop: 0.0"
2316,Abbeville,45001.0,34.22333378,-82.46170658,335,9,South Carolina,Abbeville County,24527,SC,2.69,1365.8417254454275,36.69425531047417,"Abbeville, SC","Abbeville, SC<br>Cases: 335<br>Deaths: 9","Abbeville, SC<br>Cases per 100k pop: 1365.8<br>Deaths per 100k pop: 36.7"
2317,Aiken,45003.0,33.54338026,-81.63645384,1883,38,South Carolina,Aiken County,170872,SC,2.02,1101.9944753967882,22.23886886090173,"Aiken, SC","Aiken, SC<br>Cases: 1883<br>Deaths: 38","Aiken, SC<br>Cases per 100k pop: 1102.0<br>Deaths per 100k pop: 22.2"
2318,Allendale,45005.0,32.98837386,-81.35321066,228,3,South Carolina,Allendale County,8688,SC,1.32,2624.3093922651933,34.530386740331494,"Allendale, SC","Allendale, SC<br>Cases: 228<br>Deaths: 3","Allendale, SC<br>Cases per 100k pop: 2624.3<br>Deaths per 100k pop: 34.5"
2319,Anderson,45007.0,34.51828081,-82.63959517,2350,63,South Carolina,Anderson County,202558,SC,2.68,1160.161533980391,31.102202825857287,"Anderson, SC","Anderson, SC<br>Cases: 2350<br>Deaths: 63","Anderson, SC<br>Cases per 100k pop: 1160.2<br>Deaths per 100k pop: 31.1"
2320,Bamberg,45009.0,33.21927586,-81.05659969,479,22,South Carolina,Bamberg County,14066,SC,4.59,3405.3746623062702,156.40551684913976,"Bamberg, SC","Bamberg, SC<br>Cases: 479<br>Deaths: 22","Bamberg, SC<br>Cases per 100k pop: 3405.4<br>Deaths per 100k pop: 156.4"
2321,Barnwell,45011.0,33.26679302,-81.43584352,420,5,South Carolina,Barnwell County,20866,SC,1.19,2012.8438608262245,23.96242691459791,"Barnwell, SC","Barnwell, SC<br>Cases: 420<br>Deaths: 5","Barnwell, SC<br>Cases per 100k pop: 2012.8<br>Deaths per 100k pop: 24.0"
2322,Beaufort,45013.0,32.39226291,-80.72619758,4131,56,South Carolina,Beaufort County,192122,SC,1.36,2150.196229479185,29.148145449245792,"Beaufort, SC","Beaufort, SC<br>Cases: 4131<br>Deaths: 56","Beaufort, SC<br>Cases per 100k pop: 2150.2<br>Deaths per 100k pop: 29.1"
2323,Berkeley,45015.0,33.20222596,-79.94654523,4186,67,South Carolina,Berkeley County,227907,SC,1.6,1836.7140982944798,29.397956183882023,"Berkeley, SC","Berkeley, SC<br>Cases: 4186<br>Deaths: 67","Berkeley, SC<br>Cases per 100k pop: 1836.7<br>Deaths per 100k pop: 29.4"
2324,Calhoun,45017.0,33.66926881,-80.77722168,383,11,South Carolina,Calhoun County,14553,SC,2.87,2631.7597746169176,75.58578987150416,"Calhoun, SC","Calhoun, SC<br>Cases: 383<br>Deaths: 11","Calhoun, SC<br>Cases per 100k pop: 2631.8<br>Deaths per 100k pop: 75.6"
2325,Charleston,45019.0,32.82487866,-79.96512315,12377,196,South Carolina,Charleston County,411406,SC,1.58,3008.4636587701684,47.64150255465404,"Charleston, SC","Charleston, SC<br>Cases: 12377<br>Deaths: 196","Charleston, SC<br>Cases per 100k pop: 3008.5<br>Deaths per 100k pop: 47.6"
2326,Cherokee,45021.0,35.05122251,-81.61828622,641,28,South Carolina,Cherokee County,57300,SC,4.37,1118.673647469459,48.86561954624782,"Cherokee, SC","Cherokee, SC<br>Cases: 641<br>Deaths: 28","Cherokee, SC<br>Cases per 100k pop: 1118.7<br>Deaths per 100k pop: 48.9"
2327,Chester,45023.0,34.69249168,-81.1583216,671,14,South Carolina,Chester County,32244,SC,2.09,2081.0073191911674,43.41893065376504,"Chester, SC","Chester, SC<br>Cases: 671<br>Deaths: 14","Chester, SC<br>Cases per 100k pop: 2081.0<br>Deaths per 100k pop: 43.4"
2328,Chesterfield,45025.0,34.64137396,-80.15640140000002,777,21,South Carolina,Chesterfield County,45650,SC,2.7,1702.081051478642,46.002190580503836,"Chesterfield, SC","Chesterfield, SC<br>Cases: 777<br>Deaths: 21","Chesterfield, SC<br>Cases per 100k pop: 1702.1<br>Deaths per 100k pop: 46.0"
2329,Clarendon,45027.0,33.66610974,-80.21647898,846,52,South Carolina,Clarendon County,33745,SC,6.15,2507.0380797155135,154.0969032449252,"Clarendon, SC","Clarendon, SC<br>Cases: 846<br>Deaths: 52","Clarendon, SC<br>Cases per 100k pop: 2507.0<br>Deaths per 100k pop: 154.1"
2330,Colleton,45029.0,32.87582989,-80.67641292,825,34,South Carolina,Colleton County,37677,SC,4.12,2189.664782227884,90.24073041908856,"Colleton, SC","Colleton, SC<br>Cases: 825<br>Deaths: 34","Colleton, SC<br>Cases per 100k pop: 2189.7<br>Deaths per 100k pop: 90.2"
2331,Darlington,45031.0,34.33358335,-79.96027485,1312,36,South Carolina,Darlington County,66618,SC,2.74,1969.4376895133448,54.03944879762226,"Darlington, SC","Darlington, SC<br>Cases: 1312<br>Deaths: 36","Darlington, SC<br>Cases per 100k pop: 1969.4<br>Deaths per 100k pop: 54.0"
2332,Dillon,45033.0,34.39007791,-79.37741872,644,25,South Carolina,Dillon County,30479,SC,3.88,2112.930214245874,82.02368844122182,"Dillon, SC","Dillon, SC<br>Cases: 644<br>Deaths: 25","Dillon, SC<br>Cases per 100k pop: 2112.9<br>Deaths per 100k pop: 82.0"
2333,Dorchester,45035.0,33.0794369,-80.40502652,3135,47,South Carolina,Dorchester County,162809,SC,1.5,1925.5692252885283,28.86818296285832,"Dorchester, SC","Dorchester, SC<br>Cases: 3135<br>Deaths: 47","Dorchester, SC<br>Cases per 100k pop: 1925.6<br>Deaths per 100k pop: 28.9"
2334,Edgefield,45037.0,33.77221995,-81.96231108,332,7,South Carolina,Edgefield County,27260,SC,2.11,1217.9016874541453,25.678650036683784,"Edgefield, SC","Edgefield, SC<br>Cases: 332<br>Deaths: 7","Edgefield, SC<br>Cases per 100k pop: 1217.9<br>Deaths per 100k pop: 25.7"
2335,Fairfield,45039.0,34.39287073,-81.1195624,573,23,South Carolina,Fairfield County,22347,SC,4.01,2564.102564102564,102.92209245088826,"Fairfield, SC","Fairfield, SC<br>Cases: 573<br>Deaths: 23","Fairfield, SC<br>Cases per 100k pop: 2564.1<br>Deaths per 100k pop: 102.9"
2336,Florence,45041.0,34.02361754,-79.70189312,3480,116,South Carolina,Florence County,138293,SC,3.33,2516.3963468866827,83.87987822955608,"Florence, SC","Florence, SC<br>Cases: 3480<br>Deaths: 116","Florence, SC<br>Cases per 100k pop: 2516.4<br>Deaths per 100k pop: 83.9"
2337,Georgetown,45043.0,33.43443342,-79.33202141,1461,19,South Carolina,Georgetown County,62680,SC,1.3,2330.8870453095087,30.312699425654117,"Georgetown, SC","Georgetown, SC<br>Cases: 1461<br>Deaths: 19","Georgetown, SC<br>Cases per 100k pop: 2330.9<br>Deaths per 100k pop: 30.3"
2338,Greenville,45045.0,34.89502264,-82.37295012,11001,208,South Carolina,Greenville County,523542,SC,1.89,2101.264081964771,39.72938178789858,"Greenville, SC","Greenville, SC<br>Cases: 11001<br>Deaths: 208","Greenville, SC<br>Cases per 100k pop: 2101.3<br>Deaths per 100k pop: 39.7"
2339,Greenwood,45047.0,34.15272415,-82.12715789,1416,18,South Carolina,Greenwood County,70811,SC,1.27,1999.6893138071769,25.419779412803095,"Greenwood, SC","Greenwood, SC<br>Cases: 1416<br>Deaths: 18","Greenwood, SC<br>Cases per 100k pop: 1999.7<br>Deaths per 100k pop: 25.4"
2340,Hampton,45049.0,32.77419582,-81.13845571,441,11,South Carolina,Hampton County,19222,SC,2.49,2294.246176256373,57.22609509936531,"Hampton, SC","Hampton, SC<br>Cases: 441<br>Deaths: 11","Hampton, SC<br>Cases per 100k pop: 2294.2<br>Deaths per 100k pop: 57.2"
2341,Horry,45051.0,33.9212828,-78.99555293,8625,156,South Carolina,Horry County,354081,SC,1.81,2435.883314834741,44.05771560744575,"Horry, SC","Horry, SC<br>Cases: 8625<br>Deaths: 156","Horry, SC<br>Cases per 100k pop: 2435.9<br>Deaths per 100k pop: 44.1"
2342,Jasper,45053.0,32.43171982,-81.02487495,597,16,South Carolina,Jasper County,30073,SC,2.68,1985.1694210753833,53.20387058158481,"Jasper, SC","Jasper, SC<br>Cases: 597<br>Deaths: 16","Jasper, SC<br>Cases per 100k pop: 1985.2<br>Deaths per 100k pop: 53.2"
2343,Kershaw,45055.0,34.33988254,-80.58763164,1407,25,South Carolina,Kershaw County,66551,SC,1.78,2114.1680816216135,37.56517557963066,"Kershaw, SC","Kershaw, SC<br>Cases: 1407<br>Deaths: 25","Kershaw, SC<br>Cases per 100k pop: 2114.2<br>Deaths per 100k pop: 37.6"
2344,Lancaster,45057.0,34.68270843,-80.70513032,1227,26,South Carolina,Lancaster County,98012,SC,2.12,1251.887523976656,26.52736399624536,"Lancaster, SC","Lancaster, SC<br>Cases: 1227<br>Deaths: 26","Lancaster, SC<br>Cases per 100k pop: 1251.9<br>Deaths per 100k pop: 26.5"
2345,Laurens,45059.0,34.48244419,-82.00490796,1340,46,South Carolina,Laurens County,67493,SC,3.43,1985.3910775932318,68.15521609648408,"Laurens, SC","Laurens, SC<br>Cases: 1340<br>Deaths: 46","Laurens, SC<br>Cases per 100k pop: 1985.4<br>Deaths per 100k pop: 68.2"
2346,Lee,45061.0,34.16393091,-80.25690731,566,29,South Carolina,Lee County,16828,SC,5.12,3363.441882576658,172.33182790587117,"Lee, SC","Lee, SC<br>Cases: 566<br>Deaths: 29","Lee, SC<br>Cases per 100k pop: 3363.4<br>Deaths per 100k pop: 172.3"
2347,Lexington,45063.0,33.89665987,-81.27146426,4980,111,South Carolina,Lexington County,298750,SC,2.23,1666.9456066945606,37.15481171548117,"Lexington, SC","Lexington, SC<br>Cases: 4980<br>Deaths: 111","Lexington, SC<br>Cases per 100k pop: 1666.9<br>Deaths per 100k pop: 37.2"
2348,McCormick,45065.0,33.90161443,-82.30794338,120,2,South Carolina,McCormick County,9463,SC,1.67,1268.096798055585,21.134946634259748,"McCormick, SC","McCormick, SC<br>Cases: 120<br>Deaths: 2","McCormick, SC<br>Cases per 100k pop: 1268.1<br>Deaths per 100k pop: 21.1"
2349,Marion,45067.0,34.07859748,-79.36400756,558,13,South Carolina,Marion County,30657,SC,2.33,1820.1389568450925,42.40467103760968,"Marion, SC","Marion, SC<br>Cases: 558<br>Deaths: 13","Marion, SC<br>Cases per 100k pop: 1820.1<br>Deaths per 100k pop: 42.4"
2350,Marlboro,45069.0,34.59905577,-79.67561152,507,4,South Carolina,Marlboro County,26118,SC,0.79,1941.1899839191362,15.315108354391608,"Marlboro, SC","Marlboro, SC<br>Cases: 507<br>Deaths: 4","Marlboro, SC<br>Cases per 100k pop: 1941.2<br>Deaths per 100k pop: 15.3"
2351,Newberry,45071.0,34.28629098,-81.59935761,854,10,South Carolina,Newberry County,38440,SC,1.17,2221.6441207075964,26.014568158168576,"Newberry, SC","Newberry, SC<br>Cases: 854<br>Deaths: 10","Newberry, SC<br>Cases per 100k pop: 2221.6<br>Deaths per 100k pop: 26.0"
2352,Oconee,45073.0,34.75225169,-83.06742317,839,10,South Carolina,Oconee County,79546,SC,1.19,1054.7356246700022,12.571342367938048,"Oconee, SC","Oconee, SC<br>Cases: 839<br>Deaths: 10","Oconee, SC<br>Cases per 100k pop: 1054.7<br>Deaths per 100k pop: 12.6"
2353,Orangeburg,45075.0,33.4391073,-80.79886287,2441,65,South Carolina,Orangeburg County,86175,SC,2.66,2832.608064984044,75.42790832608065,"Orangeburg, SC","Orangeburg, SC<br>Cases: 2441<br>Deaths: 65","Orangeburg, SC<br>Cases per 100k pop: 2832.6<br>Deaths per 100k pop: 75.4"
2354,Pickens,45077.0,34.88807695,-82.72791551,1863,27,South Carolina,Pickens County,126884,SC,1.45,1468.2702310772045,21.27927871126383,"Pickens, SC","Pickens, SC<br>Cases: 1863<br>Deaths: 27","Pickens, SC<br>Cases per 100k pop: 1468.3<br>Deaths per 100k pop: 21.3"
2355,Richland,45079.0,34.01791263,-80.90267209,8836,153,South Carolina,Richland County,415759,SC,1.73,2125.269687487222,36.80016548048268,"Richland, SC","Richland, SC<br>Cases: 8836<br>Deaths: 153","Richland, SC<br>Cases per 100k pop: 2125.3<br>Deaths per 100k pop: 36.8"
2356,Saluda,45081.0,34.00795823,-81.72713237,459,8,South Carolina,Saluda County,20473,SC,1.74,2241.977238313877,39.07585600547062,"Saluda, SC","Saluda, SC<br>Cases: 459<br>Deaths: 8","Saluda, SC<br>Cases per 100k pop: 2242.0<br>Deaths per 100k pop: 39.1"
2357,Spartanburg,45083.0,34.92960077,-81.99225984,4100,103,South Carolina,Spartanburg County,319785,SC,2.51,1282.1114186093782,32.20914051628438,"Spartanburg, SC","Spartanburg, SC<br>Cases: 4100<br>Deaths: 103","Spartanburg, SC<br>Cases per 100k pop: 1282.1<br>Deaths per 100k pop: 32.2"
2358,Sumter,45085.0,33.91826534,-80.37942316,2539,51,South Carolina,Sumter County,106721,SC,2.01,2379.100645608643,47.788157907066086,"Sumter, SC","Sumter, SC<br>Cases: 2539<br>Deaths: 51","Sumter, SC<br>Cases per 100k pop: 2379.1<br>Deaths per 100k pop: 47.8"
2359,Union,45087.0,34.68835752,-81.61730349,364,4,South Carolina,Union County,27316,SC,1.1,1332.5523502709034,14.64343242055938,"Union, SC","Union, SC<br>Cases: 364<br>Deaths: 4","Union, SC<br>Cases per 100k pop: 1332.6<br>Deaths per 100k pop: 14.6"
2360,Williamsburg,45089.0,33.62190129,-79.72767442,1020,31,South Carolina,Williamsburg County,30368,SC,3.04,3358.7987355110645,102.08113804004215,"Williamsburg, SC","Williamsburg, SC<br>Cases: 1020<br>Deaths: 31","Williamsburg, SC<br>Cases per 100k pop: 3358.8<br>Deaths per 100k pop: 102.1"
2361,York,45091.0,34.97281497,-81.18085944,3590,29,South Carolina,York County,280979,SC,0.81,1277.6755558244565,10.32105602198029,"York, SC","York, SC<br>Cases: 3590<br>Deaths: 29","York, SC<br>Cases per 100k pop: 1277.7<br>Deaths per 100k pop: 10.3"
2362,Aurora,46003.0,43.71757685,-98.56050467,38,0,South Dakota,Aurora County,2751,SD,0.0,1381.315885132679,0.0,"Aurora, SD","Aurora, SD<br>Cases: 38<br>Deaths: 0","Aurora, SD<br>Cases per 100k pop: 1381.3<br>Deaths per 100k pop: 0.0"
2363,Beadle,46005.0,44.41464384,-98.27858469,594,9,South Dakota,Beadle County,18453,SD,1.52,3218.9887823118193,48.77255730775484,"Beadle, SD","Beadle, SD<br>Cases: 594<br>Deaths: 9","Beadle, SD<br>Cases per 100k pop: 3219.0<br>Deaths per 100k pop: 48.8"
2364,Bennett,46007.0,43.19486375,-101.6665572,6,0,South Dakota,Bennett County,3365,SD,0.0,178.30609212481426,0.0,"Bennett, SD","Bennett, SD<br>Cases: 6<br>Deaths: 0","Bennett, SD<br>Cases per 100k pop: 178.3<br>Deaths per 100k pop: 0.0"
2365,Bon Homme,46009.0,42.98914167,-97.88592746,13,0,South Dakota,Bon Homme County,6901,SD,0.0,188.37849587016373,0.0,"Bon Homme, SD","Bon Homme, SD<br>Cases: 13<br>Deaths: 0","Bon Homme, SD<br>Cases per 100k pop: 188.4<br>Deaths per 100k pop: 0.0"
2366,Brookings,46011.0,44.36974375,-96.79079945,139,1,South Dakota,Brookings County,35077,SD,0.72,396.2710608090772,2.8508709410724977,"Brookings, SD","Brookings, SD<br>Cases: 139<br>Deaths: 1","Brookings, SD<br>Cases per 100k pop: 396.3<br>Deaths per 100k pop: 2.9"
2367,Brown,46013.0,45.58994323,-98.35165355,446,3,South Dakota,Brown County,38839,SD,0.67,1148.3302865676253,7.724194752697032,"Brown, SD","Brown, SD<br>Cases: 446<br>Deaths: 3","Brown, SD<br>Cases per 100k pop: 1148.3<br>Deaths per 100k pop: 7.7"
2368,Brule,46015.0,43.71756379,-99.08118954,45,0,South Dakota,Brule County,5297,SD,0.0,849.5374740419105,0.0,"Brule, SD","Brule, SD<br>Cases: 45<br>Deaths: 0","Brule, SD<br>Cases per 100k pop: 849.5<br>Deaths per 100k pop: 0.0"
2369,Buffalo,46017.0,44.07657829,-99.20814467,109,3,South Dakota,Buffalo County,1962,SD,2.75,5555.555555555556,152.9051987767584,"Buffalo, SD","Buffalo, SD<br>Cases: 109<br>Deaths: 3","Buffalo, SD<br>Cases per 100k pop: 5555.6<br>Deaths per 100k pop: 152.9"
